fecha_hora,sensor_co,concentracion_benceno,sensor_nmhc,sensor_nox,sensor_no2,sensor_o3,temperatura,humedad_relativa,humedad_absoluta
2004-03-10,1316.5,8.460789617091478,912.25,1167.25,1545.3333333333333,1096.0416666666667,12.020833373069665,54.88333368301383,0.7656264618437421
2004-03-11,1244.0625,7.989057874993094,851.8020833333334,1277.1875,1522.6979166666667,885.03125,9.833333318432162,64.06979143619533,0.7757677831450085
2004-03-12,1281.5625,12.129509301700779,1008.2291666666666,1101.71875,1627.21875,1084.21875,11.2927083720764,51.107291618983,0.6631024318960711
2004-03-13,1330.555555555554,10.922886560393875,992.8229166666666,993.1597222222221,1595.6215277777792,1245.78125,12.866319467624045,51.530902922153466,0.7322940448161543
2004-03-14,1360.9270833333333,9.631441773520836,943.8541666666666,1001.1041666666666,1602.1875,1234.1770833333333,16.01666662096979,48.84375005960462,0.8496740277410879
2004-03-15,1452.0104166666667,16.08994641696814,1138.84375,845.5625,1888.4895833333333,1439.0416666666667,17.37083331743875,50.32083342472705,0.944025369142464
2004-03-16,1339.6215277777792,13.501464824963866,1061.7638888888875,939.1493055555553,1726.5347222222208,1322.475694444446,18.627777765194498,44.82500007417471,0.8710212094658862
2004-03-17,1362.7083333333333,15.238700209525526,1098.9375,930.4270833333334,1741.0,1405.6770833333333,18.772916734218516,41.165625085433334,0.8049198292780478
2004-03-18,1352.569444444446,13.790167728314287,1072.5173611111125,901.1111111111113,1702.649305555554,1300.805555555554,17.76076394981821,44.084722214275,0.8260011855346335
2004-03-19,1304.2083333333333,13.530100825557563,1057.9166666666667,913.1770833333334,1745.34375,1095.7083333333333,14.194791615009251,57.90416665871937,0.9239652075542971
2004-03-20,1288.46875,8.769988891186793,911.8854166666666,968.3229166666666,1608.96875,1018.9583333333334,15.859375019868166,52.17187519868221,0.9290021094415858
2004-03-21,1252.5520833333333,7.595973290991798,870.5173611111113,975.5416666666666,1601.6666666666667,954.2534722222221,17.20486106806325,52.44340299235454,1.006323175921126
2004-03-22,1129.1666666666667,9.418329046276126,911.5520833333334,1062.1458333333333,1595.21875,857.78125,17.363541672627125,44.83541659514108,0.8579231574914176
2004-03-23,1122.059027777778,8.97169167769134,896.5104166666666,1073.524305555554,1556.7673611111125,892.6354166666666,12.122569508022764,60.46979147858079,0.8425032897615581
2004-03-24,1148.9375,8.616582984654231,888.71875,1040.6666666666667,1541.5729166666667,909.7708333333334,11.668749998013249,59.09791628519696,0.79669840752281
2004-03-25,1084.7916666666667,8.10440053283947,859.59375,1124.1458333333333,1494.5208333333333,800.2395833333334,11.630208318432205,58.79791676998138,0.7820768296156569
2004-03-26,1084.4652777777792,8.431100109092155,892.375,1032.1111111111113,1457.618055555554,888.34375,11.667708345585467,51.29513874981137,0.6764917141202355
2004-03-27,1095.0104166666667,7.75842813345468,872.9895833333334,1045.90625,1425.78125,900.6458333333334,12.585416639844533,46.54687486092237,0.6415528123234079
2004-03-28,1059.5729166666667,5.56837221636917,783.3229166666666,1121.6145833333333,1347.9791666666667,783.6770833333334,13.463541711370205,45.72604167461396,0.6638880462782256
